ids,p0,p1,p2,p3,p4,faps,npoints,scores
19560271,0.21231831,0.36938702,0.14897268,0.26975024,0.58671898,0.0,230,[ 0.92157153  0.83161152  0.81223264  0.66444213  0.59875051]
1956049,0.59192043,0.270843,0.371451,0.212997,3.19140887,0.0,302,[ 0.68949301  0.64147277  0.59839084  0.55771743  0.52367602]
195611,0.99765475,0.49922358,0.4994219,0.99961027,0.99685865,0.0,558,[ 0.70805294  0.68282163  0.63562764  0.62719164  0.59168397]
19561948,0.18192531,0.13334291,0.28620583,0.22251684,0.4013915,0.0,204,[ 0.75063943  0.7008464   0.6796644   0.55061473  0.5283752 ]
19563445,0.15738619,0.2298286,0.11966682,0.13593263,0.42582877,0.0,230,[ 0.8300568   0.75156853  0.68902107  0.51196732  0.50904464]
19566624,0.28568861,0.66773487,0.18171818,1.97964773,4.89759803,0.0,140,[ 0.70398766  0.69252788  0.58469407  0.55992514  0.50571182]
19567025,0.52230962,0.25527547,0.16891703,0.47825182,1.0966698,0.0,198,[ 0.77084025  0.72991568  0.59159554  0.57081921  0.56178943]
19567682,0.30370701,0.7752367,0.18884269,1.40277955,0.43671706,0.0,194,[ 0.84514064  0.79882166  0.74339553  0.65387376  0.57148281]
19574789,0.10362244,0.13075863,0.0858136,0.17714979,0.0938689,0.0,197,[ 0.70937953  0.64452833  0.61337945  0.47735611  0.44165896]
19579074,0.45461778,5.0785062,0.55375219,0.41726863,0.23796152,0.0,183,[ 0.71579629  0.70101382  0.60492687  0.60329829  0.59632186]
19580796,0.16935099,0.25626759,0.12646011,0.20399443,0.5264816,0.0,187,[ 0.80420391  0.73672837  0.6483653   0.56599004  0.51905042]
19581696,0.21506005,0.37776612,0.150317,0.17690791,0.273979,0.0,192,[ 0.91710745  0.80381988  0.78215764  0.65444876  0.60723482]
19588941,0.26974833,0.58671964,0.17513509,3.35123005,1.68292679,3.58169049974e-12,159,[ 0.39643552  0.37320965  0.36187661  0.33408421  0.33106302]
19592440,0.44943363,4.49868438,0.8181099,0.23653114,1.28131855,0.0,141,[ 0.78058996  0.7286906   0.70992386  0.70405824  0.64876769]
19592698,0.6952255,0.29060057,1.77133255,2.29510073,0.19410114,0.028508957158,161,[ 0.18099128  0.16697496  0.14970913  0.14372461  0.14612669]
19593570,0.5834205,0.36807266,0.21188566,0.26904809,3.46086354,0.0,198,[ 0.69360572  0.638923    0.60251095  0.56750164  0.51251036]
19597618,0.54531939,0.35253509,1.20329291,5.91705401,0.26064998,0.0,183,[ 0.78305829  0.6960451   0.6781139   0.66680798  0.65245117]
19600083,0.12258828,0.19410309,2.29579627,0.69526583,0.13976933,0.560735904238,160,[ 0.14512395  0.14557055  0.13953544  0.14159163  0.14088144]
19612582,0.45380232,0.23773615,0.83270144,4.97873857,0.31188161,0.0,213,[ 0.75982637  0.70705594  0.64318219  0.6046597   0.59949572]
19616394,0.38615581,0.2177516,0.1787267,0.27836659,1.70400842,0.0,148,[ 0.76975403  0.69012752  0.6392122   0.63285303  0.62898735]
19618183,0.47323135,0.32093483,0.24295958,0.24279191,0.19536334,0.0,157,[ 0.62619889  0.56100983  0.54054294  0.5242664   0.5195231 ]
19620582,0.20979754,0.17333308,0.4196031,0.2953363,0.36182929,0.00199340046189,156,[ 0.21889446  0.20609359  0.20016911  0.19992808  0.19057743]
19621282,0.15109895,0.11599674,0.21666451,0.13121747,0.17808073,0.0,188,[ 0.84091956  0.71724968  0.68120969  0.66454191  0.65528831]
19624049,0.28665214,0.67303213,0.40228743,0.18210596,2.07018242,0.0,207,[ 0.93857607  0.85082979  0.79335452  0.77071013  0.77273715]
19630958,0.1520516,0.67932171,0.3662066,0.6391365,0.21862926,0.3146906429,155,[ 0.16167979  0.15852818  0.15579656  0.1517744   0.14929586]
19644291,0.45078633,0.23690541,4.63732205,0.82263587,0.19142928,0.0,207,[ 0.74172159  0.68501415  0.61937038  0.6201664   0.57946305]
19647392,0.2842447,0.39755564,0.65990932,0.18113098,0.2211974,0.0,182,[ 0.87383899  0.7824661   0.74230671  0.72983637  0.70033757]
19648541,0.16880867,0.14437022,0.12615719,0.25502894,0.11198978,0.0,312,[ 0.81475276  0.70876649  0.68218486  0.67476314  0.636495  ]
19655048,0.56535214,0.36081363,4.27388182,0.26514267,0.20945534,0.0,221,[ 0.87399536  0.80650943  0.74998582  0.76177251  0.74475285]
19661763,0.61813554,2.59745169,1.62602511,0.72057373,0.27620259,0.0,219,[ 0.74704877  0.68876505  0.63260403  0.61876682  0.62304376]
19668062,0.50237136,0.33407775,0.25041814,1.01233853,0.2001573,0.0,208,[ 0.75461868  0.64747288  0.64596586  0.59424812  0.56073369]
19670874,0.48320766,0.32549453,0.24556562,0.93504534,0.93744975,0.0,161,[ 0.71678944  0.64464638  0.61382519  0.58073627  0.56783444]
19674074,0.57575099,0.26740946,1.3621648,0.78823679,3.76077827,0.0,145,[ 0.70402748  0.68819697  0.66413787  0.59846428  0.60041615]
19675641,0.30837441,0.8064106,0.19063695,0.44640993,4.21358105,0.0,148,[ 0.93885663  0.84318258  0.82078646  0.73697857  0.71546854]
19676971,0.14895807,0.11473059,0.17511444,0.21229006,0.10289292,0.0,202,[ 0.78777656  0.71902185  0.64379145  0.57384049  0.55291353]
19683023,0.51194778,1.05202624,0.9503916,0.25277755,0.33860476,0.0,218,[ 0.7257666   0.70204305  0.66666419  0.63786747  0.63273504]
19686866,0.15007093,0.11539003,0.17665489,0.21455702,0.13044147,0.0,207,[ 0.75439247  0.68385035  0.63233828  0.60500332  0.60071745]
1968997,0.50769324,1.0341558,0.25173246,0.33673045,0.33642583,0.0,260,[ 0.6785336   0.61820636  0.58125003  0.56390413  0.54332571]
19692246,0.12977278,0.17534563,0.10300226,0.11482999,0.21275377,0.0,186,[ 0.69351393  0.61039731  0.58132936  0.52271504  0.49763303]
19695942,0.62731953,0.27802203,1.69109987,0.38549231,2.44698124,0.0,176,[ 0.76573765  0.72712895  0.7058618   0.65105557  0.64502123]
19699379,0.60291372,0.27312447,0.37574559,2.90572774,0.21440256,0.0,204,[ 0.69563617  0.62477503  0.61676326  0.61064894  0.57514042]
1970100,0.13197913,0.17939799,0.10438739,0.1521094,0.11655428,0.0,250,[ 0.88082417  0.74018927  0.66801549  0.66902868  0.6528017 ]
19702093,0.16482574,0.24604691,0.12391928,0.14144708,0.11022271,0.0,201,[ 0.71493504  0.64933888  0.64438541  0.57821608  0.56971465]
19707725,0.55604717,0.26307751,1.25680966,4.89416448,0.82844516,0.0,207,[ 0.65497521  0.61949173  0.56614056  0.51442202  0.51301548]
19708313,0.15063701,0.21571646,0.11572447,0.13086945,0.10369208,0.0,159,[ 0.83266103  0.75556899  0.72775314  0.68236689  0.63766352]
19713684,0.28767879,0.67872963,0.22327225,0.18252039,0.15428288,1.11022302463e-15,187,[ 0.40396547  0.37739941  0.33788762  0.32806491  0.30027671]
19715445,0.18798673,0.30149703,0.13656942,0.23165474,0.15817068,0.0,210,[ 0.89627686  0.81272908  0.76169769  0.69874152  0.69133762]
19718604,0.12482567,0.16643338,0.24964932,0.49929595,0.09986061,0.0,110,[ 0.79753019  0.78951712  0.72217585  0.66575897  0.66150131]
19725120,0.53765958,7.00057147,0.25888985,1.16665225,0.87289889,0.0,141,[ 0.70866536  0.67933803  0.58600549  0.53806712  0.52468978]
19725677,0.8022249,0.30776199,4.10237618,1.32243527,0.56852311,0.0,190,[ 0.84299886  0.8064693   0.7394688   0.71078236  0.66964944]
19726478,0.57291546,3.88654225,0.26679553,0.44244517,0.79361061,0.0,149,[ 0.71501633  0.68580269  0.59415457  0.59057412  0.56333421]
19735280,0.15322436,0.11724522,0.22106166,0.13281711,0.10491081,0.0,154,[ 0.62748883  0.56664923  0.50069413  0.47948694  0.47199361]
19735557,0.47068322,8.20922657,0.24228687,0.31976145,0.19492777,0.0,190,[ 0.69240016  0.60041958  0.5987169   0.53404971  0.50389811]
19737210,0.16545225,0.12427306,0.24744479,0.14190797,0.11050249,0.0,180,[ 0.86103702  0.73208427  0.68159682  0.62676892  0.55980765]
19740740,0.5221581,0.25523959,0.26108014,0.47839126,1.09602408,0.0,205,[ 0.66170725  0.5275095   0.50902437  0.49813459  0.4936705 ]
19744819,0.65401549,2.11080927,0.67726737,1.90022977,0.28314472,0.0,203,[ 0.7739132   0.76732126  0.65126562  0.62206475  0.61559712]
1974549,1.2311771,0.54167905,0.22512055,0.4169164,0.40546095,1.30461820236e-08,44,[ 0.78360697  0.71970248  0.70369946  0.70474139  0.70287265]
19746663,0.33192412,0.1993834,0.99009537,0.49752426,0.24903553,0.0,134,[ 0.88064857  0.79012992  0.75377082  0.72379981  0.69815526]
19752017,0.58955932,3.26207917,0.37050323,0.27034553,1.43621531,0.0,128,[ 0.7719886   0.65576493  0.64707466  0.60661796  0.57319226]
19752221,0.19400234,0.13971678,0.31727665,0.24086054,0.12254703,0.0,209,[ 0.87419403  0.81661298  0.70502783  0.64197472  0.62913174]
19757037,0.56950929,4.05081167,0.36249317,1.32283716,0.26605441,0.0,230,[ 0.65908871  0.61243252  0.60382326  0.51348348  0.51309085]
19758292,0.54936422,5.48051904,0.26157467,0.35422482,0.84368361,0.0,226,[ 0.70465557  0.65835686  0.58066876  0.56240722  0.54367901]
19760791,0.29327741,0.71073585,0.18475808,0.22662977,0.41545495,0.0,226,[ 0.91392834  0.82122894  0.81472617  0.6980475   0.69250886]
1976154,4.39132914,0.81270058,0.44833459,1.2902683,0.56337358,0.0,281,[ 0.78292679  0.66235559  0.64757693  0.62304324  0.60490202]
19761849,0.57846034,0.26799237,1.37755142,0.36609459,3.64887981,0.0,87,[ 0.7689543   0.74094971  0.72187909  0.71578959  0.70078446]
19764252,0.25744552,0.53147349,0.16986422,0.20462137,8.24945439,0.0,236,[ 0.51221534  0.48101855  0.44205057  0.39075178  0.36714986]
19765790,0.49182583,0.24777129,0.97044036,0.32968414,0.32937981,0.0,246,[ 0.62917326  0.59469131  0.50909943  0.49818587  0.43945834]
19769167,0.18526975,0.29456968,0.1351302,0.22754334,0.41805838,0.0,198,[ 0.92547632  0.78815112  0.75128267  0.67312982  0.65290759]
19771172,0.13562552,0.10665552,0.18620186,0.15697454,0.22895238,0.0,207,[ 0.74966368  0.67917188  0.64025097  0.50077529  0.47590793]
19772953,0.58776242,0.26996931,3.31763552,0.76676387,1.43140341,0.0,240,[ 0.68885457  0.62345038  0.61373273  0.51010289  0.497624  ]
19773423,0.47624862,0.24375545,0.32232552,0.19587919,0.16379543,0.0,240,[ 0.73146281  0.65117979  0.56563308  0.54190166  0.50734688]
19775800,0.19158403,0.31085669,0.13845866,0.16070987,0.82359992,0.0,292,[ 0.76669867  0.75400696  0.61248584  0.54837841  0.53859981]
19780691,0.63744172,0.27999335,2.30413213,1.17500812,0.17939627,0.0,238,[ 0.606758    0.52958673  0.5107313   0.42552065  0.39617536]
19785097,1.20645829,0.85188588,0.35315639,0.54594076,0.31480215,0.0,227,[ 0.46601295  0.42445825  0.35513186  0.28779379  0.28348856]
19785418,0.64915034,2.16328881,0.28222902,0.39320831,0.40568045,0.0,196,[ 0.703439    0.64216528  0.6118879   0.47951483  0.47650719]
19785439,0.14583653,0.11287022,0.20600582,0.10139442,0.12723074,0.0,248,[ 0.86075554  0.78197763  0.71163978  0.56945105  0.56175125]
19786391,0.56915911,0.26597707,4.06858907,0.36234905,0.2099732,0.0,205,[ 0.76003517  0.70077069  0.64683704  0.5925856   0.58786185]
19788178,0.5158723,0.25373134,0.483785,0.34000695,0.1682388,0.0,225,[ 0.7317883   0.66560573  0.59711711  0.56062233  0.51864554]
19789192,0.16840453,0.25410946,0.12593112,0.1440751,0.51745415,0.0,206,[ 0.77940592  0.73785298  0.69388168  0.61893723  0.59173699]
19792797,0.58850187,3.29425771,0.27012709,1.43582744,0.7655232,0.0,200,[ 0.67688207  0.63575879  0.60847858  0.57226273  0.543145  ]
19798914,4.57842069,0.56042908,0.63859721,0.45021245,2.28918917,0.0,214,[ 0.63259354  0.61680019  0.55948811  0.51974219  0.53236204]
19798973,0.13843651,0.10838613,0.19154159,0.16075153,0.08905491,0.0,163,[ 0.73946757  0.71455991  0.64174733  0.59941567  0.56326989]
19806944,0.51377519,0.2532202,0.48563828,1.05976824,0.94413761,0.0,198,[ 0.75413432  0.64981094  0.60593482  0.61095124  0.58262751]
19809329,2.7787482,0.60863419,0.42325884,0.27429492,1.55514035,0.0,156,[ 0.81669641  0.82362209  0.72218753  0.72912377  0.67197033]
19809695,0.6271761,0.27799305,2.44911429,1.68989595,0.70870605,0.0,188,[ 0.64701496  0.58483505  0.58726666  0.57891253  0.53555287]
19811879,0.30784984,0.80282795,0.19043579,1.32064449,0.23523527,0.0,145,[ 0.88983454  0.85947462  0.78782013  0.69680122  0.6581388 ]
19813857,0.41910116,0.22785163,2.60888728,0.29532352,0.29508753,0.0,207,[ 0.78115837  0.65835811  0.63189707  0.55118577  0.54206592]
19816005,0.51118311,1.04877942,0.33826652,0.25258885,0.95303829,0.0,148,[ 0.67764617  0.60915462  0.6061847   0.60481946  0.50172952]
19817821,0.50552227,0.25276224,0.25119836,0.51189348,0.16781179,0.0,131,[ 0.69638584  0.61105962  0.59370362  0.58506255  0.55940221]
19819181,0.12986378,0.17551183,0.1030595,0.11490144,0.14924562,0.0,181,[ 0.80448875  0.74314772  0.71556861  0.64746103  0.59909399]
19820688,0.14425634,0.11192105,0.20286628,0.1260257,0.10062744,0.0,218,[ 0.81860925  0.71409635  0.69629404  0.53898749  0.52505863]
19824711,0.13883941,0.10863271,0.192315,0.12187213,0.08922126,0.0,208,[ 0.80589031  0.7306329   0.72164502  0.57266971  0.55378595]
19828063,0.13395217,0.18306355,0.10561761,0.28903222,0.11809018,0.0,216,[ 0.86957831  0.82818757  0.74849047  0.6184377   0.61112883]
19829206,0.12548576,0.16760841,0.10028282,0.25229932,0.20146744,0.0,163,[ 0.80758836  0.72814846  0.69761266  0.55755095  0.50631216]
19833598,0.52743159,9.37305015,0.25649353,0.4740625,0.90126876,0.0,210,[ 0.731017    0.70764285  0.67538053  0.64792389  0.60162838]
19835781,0.13217439,0.10450935,0.17975862,0.15236874,0.08642066,0.0,181,[ 0.58155978  0.51760991  0.48056228  0.41158686  0.37532018]
19838287,0.56839445,4.10788102,0.26580956,0.36240667,1.32176365,0.0,246,[ 0.80815104  0.74012929  0.72514411  0.63095838  0.59988322]
1984236,0.14968974,0.21377907,0.17612584,0.1301538,0.11516462,0.0,218,[ 0.75725745  0.6077704   0.58985423  0.54238966  0.49898784]
19845547,0.69234687,0.29009904,1.7908244,0.40864337,0.22472534,0.0,217,[ 0.7791642   0.73860123  0.70038084  0.63123868  0.57306212]
19852177,0.57764883,0.26781682,3.6818752,1.37291256,0.78470324,0.0,190,[ 0.75416166  0.70757145  0.66835355  0.62931829  0.60005703]
19854346,0.49563444,0.24873645,0.33108238,0.50304735,0.98264575,0.0,199,[ 0.69285521  0.62117439  0.61243762  0.58086134  0.58106691]
19858292,0.5215219,0.25508893,1.09325964,0.91906171,0.32354143,0.0,211,[ 0.58487912  0.53627072  0.51835614  0.52207968  0.44379043]
19858403,0.19238298,0.13887555,0.31296643,0.23836966,0.45611431,0.0,219,[ 0.84832661  0.73479483  0.698089    0.59809446  0.56910313]
19868360,0.20457809,0.5311767,0.34657461,0.25737682,0.6083942,0.0,207,[ 0.39983714  0.37019726  0.36865234  0.35915001  0.35827979]
19869117,0.130912,0.14157789,0.10371887,0.14860539,0.16654737,3.48333325517e-08,30,[ 0.89566902  0.78669808  0.78550005  0.73425893  0.7213518 ]
19869921,0.26719876,0.57477828,0.53443122,0.17405672,0.34795444,2.19924078948e-12,205,[ 0.32536503  0.32070175  0.26445526  0.25288669  0.24619437]
19876677,0.26666048,0.57227869,0.17382964,1.34310813,0.21040088,0.0,216,[ 0.71535016  0.71061906  0.61222178  0.588486    0.5804292 ]
19880853,0.18957012,0.30559257,0.13740328,0.15928908,0.12076373,0.0,197,[ 0.80499973  0.69611974  0.67447156  0.55276108  0.51633958]
19882206,0.49810902,0.33218782,0.24935192,0.1994769,0.99251182,0.0,143,[ 0.71979124  0.66052897  0.607249    0.57745084  0.57288656]
19884349,0.15073281,0.21591166,0.11578113,0.1775729,0.27557663,0.0,216,[ 0.81414291  0.71813635  0.70848118  0.57519224  0.52388665]
19886966,0.50229686,0.25040072,0.49636145,0.33404267,0.20014499,0.0,207,[ 0.68850921  0.59454522  0.59323166  0.51767859  0.51605195]
19894436,0.53742317,0.25883516,0.34922014,7.04259334,1.16554406,0.0,214,[ 0.75320378  0.67232731  0.64165951  0.5666638   0.53294486]
19897730,0.13207943,0.17958344,0.1044501,0.15224346,0.11663199,0.0,228,[ 0.77163283  0.68689715  0.64982438  0.48068189  0.46571366]
19898260,0.19759525,0.14157105,0.32700278,0.94756353,0.1649182,0.0,234,[ 0.61066356  0.55877872  0.55665557  0.45725327  0.44120242]
19901121,0.11243972,0.1451185,0.09177343,0.12672814,0.10107498,0.0,185,[ 0.64867038  0.57744141  0.54435168  0.43813031  0.42379496]
19902731,0.30624917,0.79204042,0.18982358,1.35121053,0.23429648,0.0,164,[ 0.75560806  0.70235714  0.70140213  0.58685147  0.58286235]
19903618,0.1191115,0.15642694,0.09617023,0.13526892,0.22778956,0.0,190,[ 0.67128398  0.63994308  0.57961342  0.52798789  0.51316873]
19903776,0.15735332,0.22975898,0.1196477,0.42559062,0.18673638,0.0,100,[ 0.81509991  0.78738977  0.68013906  0.64988889  0.52466719]
19906963,0.13612388,0.1069635,0.18714204,0.08809244,0.15764235,0.0,177,[ 0.77092928  0.69447779  0.63523973  0.47334266  0.44086276]
19914694,0.12149361,0.16056121,0.09771707,0.13834867,0.10833236,0.0,169,[ 0.69798383  0.61790085  0.5929995   0.51001723  0.48067651]
19914799,0.12014302,0.1582108,0.09684145,0.10722479,0.13660036,0.0,169,[ 0.7567647   0.66387736  0.62581431  0.48747904  0.46659425]
19917165,0.37334358,0.21361941,1.47978877,0.2716417,0.149612,0.0,176,[ 0.91223714  0.81036842  0.80128173  0.60115212  0.56307962]
19922563,0.14260446,0.11092457,0.19961108,0.09076165,0.12476356,0.0,132,[ 0.79129585  0.74675841  0.68784351  0.55908091  0.53912745]
19925031,0.36173222,0.20976629,1.3127349,0.2929544,0.70882587,0.0,189,[ 0.67639632  0.6409194   0.50183912  0.43570063  0.43006269]
19925386,0.15505694,0.11831539,0.22489665,0.09565025,0.18360529,0.0,182,[ 0.51400857  0.46856572  0.41952163  0.32495248  0.28587892]
19925986,0.6320294,0.27894018,2.37754102,1.72576632,0.38726441,0.0,200,[ 0.69289807  0.63548852  0.56053427  0.52397621  0.44662079]
19926449,0.17888498,0.27874977,0.13170103,0.21798181,0.6310227,0.0,200,[ 0.89784034  0.80098794  0.78187367  0.59109883  0.57317786]
19926704,0.12318561,0.16352911,0.0988087,0.24316905,0.13845635,9.99200722163e-16,129,[ 0.53022468  0.48994491  0.45165906  0.37603976  0.32091892]
19926728,0.12318542,0.16352945,0.09880844,0.24317125,0.19559941,4.4408920985e-16,136,[ 0.51729547  0.48309245  0.42353389  0.37531105  0.30557122]
19927005,0.12318516,0.16352863,0.09880842,0.24316987,0.08248531,1.22124532709e-15,141,[ 0.49714565  0.44730277  0.4287947   0.33614396  0.29531036]
19927078,0.12318542,0.16352908,0.09880854,0.2431715,0.14054436,0.0,141,[ 0.53430851  0.48581129  0.45930503  0.38527622  0.3545528 ]
19927168,0.12318529,0.16352905,0.09880841,0.24316798,0.14234347,2.99760216649e-15,141,[ 0.49036474  0.4657265   0.4011965   0.36496929  0.29417003]
19927256,0.12318561,0.16352957,0.09880867,0.19560027,0.24317094,3.33066907388e-16,141,[ 0.50751585  0.47478215  0.4223337   0.37536746  0.37632282]
19927312,0.12318517,0.16352871,0.09880846,0.24317226,0.14054444,0.0,140,[ 0.52795938  0.47167987  0.4518105   0.37332847  0.36163934]
19927391,0.12318527,0.16352891,0.09880845,0.24317006,0.14054375,0.0,140,[ 0.54167734  0.4965628   0.45981465  0.37794635  0.35235902]
19927422,0.12318506,0.09880844,0.16352803,0.08248534,0.24316503,0.0,141,[ 0.53899652  0.48270687  0.47307925  0.34738475  0.33709253]
19927459,0.12318476,0.16352914,0.10964175,0.09880803,0.08990094,1.29356643175e-08,76,[ 0.57145966  0.5331236   0.48439495  0.45105089  0.43452886]
19927546,0.1231853,0.16352874,0.09880845,0.24317119,0.19559962,0.0,140,[ 0.52218089  0.47816556  0.4384673   0.3722908   0.35029007]
19927647,0.12318503,0.16352812,0.09880839,0.24316585,0.08248532,5.55111512313e-16,140,[ 0.50593668  0.45485429  0.43716841  0.33228796  0.30287221]
19927751,0.12318537,0.16352908,0.09880849,0.24317094,0.14054448,1.66533453694e-15,141,[ 0.4947152   0.44735064  0.42092687  0.34942594  0.34728622]
19927835,0.12318532,0.16352897,0.09880848,0.24317131,0.14054431,0.0,140,[ 0.52980185  0.48792987  0.44215389  0.38838733  0.35936983]
19928009,0.12318522,0.16352911,0.0988085,0.24317138,0.14054419,0.0,141,[ 0.52056173  0.47388249  0.44126992  0.36534129  0.33676708]
19928059,0.12318517,0.09880844,0.16352791,0.08990109,0.1096421,1.14241949234e-13,116,[ 0.53174     0.44815707  0.44736031  0.36940311  0.36719365]
19928075,0.12318559,0.16353011,0.0988086,0.24317257,0.19910593,9.9142916099e-14,141,[ 0.46345326  0.41851112  0.39725303  0.33026802  0.27436152]
19928080,0.12318522,0.16352869,0.09880851,0.2431666,0.1405431,4.21884749358e-15,139,[ 0.49258493  0.45697358  0.40751377  0.34292595  0.29142212]
19928089,0.12318519,0.16352914,0.09880841,0.24317018,0.14054402,0.0,141,[ 0.53191625  0.49043088  0.45041944  0.38427348  0.36720196]
19928095,0.12318514,0.16352854,0.09880845,0.24316698,0.08248534,0.0,140,[ 0.53633699  0.49673302  0.4528313   0.37478408  0.30564095]
19928400,0.12318543,0.16352936,0.09880855,0.24317141,0.14054402,6.66133814775e-16,140,[ 0.50369072  0.46353851  0.4239559   0.37096697  0.36414563]
19928480,0.12318543,0.16352886,0.09880854,0.24317024,0.14054415,0.0,141,[ 0.53755767  0.49803656  0.44925316  0.39468455  0.33781838]
19928557,0.12318545,0.16352883,0.09880853,0.24316987,0.14054398,8.881784197e-16,135,[ 0.51486025  0.47120558  0.42673999  0.35741018  0.34344822]
19928581,0.12318532,0.16352911,0.09880848,0.24317119,0.08248549,1.11022302463e-16,140,[ 0.51484623  0.4558839   0.44244972  0.33985013  0.29117057]
19928664,0.12318553,0.16352962,0.09880858,0.2431715,0.14054436,0.0,141,[ 0.54407058  0.50116195  0.4580706   0.39237686  0.33480415]
19928716,0.1231854,0.1635288,0.09880854,0.24317081,0.14054436,5.55111512313e-15,137,[ 0.49569395  0.44865407  0.42435314  0.34608772  0.34410048]
19928731,0.12318511,0.16352877,0.09880842,0.24317012,0.14054413,0.0,140,[ 0.54400109  0.5046545   0.45313618  0.39331956  0.34334324]
19928765,0.12318527,0.1635288,0.09880841,0.24317075,0.14054415,0.0,141,[ 0.52412886  0.48096909  0.44287545  0.37191647  0.32660872]
19928780,0.12318532,0.16352897,0.09880844,0.24317144,0.14054431,1.11022302463e-16,141,[ 0.51424823  0.47086717  0.43440786  0.37017735  0.35468537]
19928791,0.12318556,0.09880869,0.16352937,0.14054429,0.19910501,1.33226762955e-14,141,[ 0.47913191  0.43382055  0.4158174   0.34446786  0.33853839]
19928920,0.12318554,0.16352934,0.09880857,0.44073011,0.24156117,3.20234949669e-11,140,[ 0.41791146  0.38316917  0.35730372  0.31829414  0.3013274 ]
19928948,0.12318529,0.16352905,0.09880843,0.2431698,0.14054389,0.0,140,[ 0.53403522  0.49512537  0.44631353  0.38444527  0.36394792]
19929079,0.1231855,0.16352968,0.09880858,0.14054444,0.19560014,1.79523063082e-13,142,[ 0.45608627  0.4132268   0.39420926  0.36740104  0.35540804]
19929139,0.123185,0.16352763,0.09880842,0.24316365,0.10964209,9.1704421834e-14,138,[ 0.471186    0.43992982  0.39517505  0.33314816  0.27164081]
19929160,0.12318525,0.16352886,0.09880848,0.24317119,0.14054434,4.4408920985e-16,140,[ 0.50662169  0.46615098  0.42421391  0.36226648  0.32700179]
19929173,0.12318537,0.16352917,0.09880849,0.24317138,0.14054429,1.11022302463e-16,141,[ 0.51642388  0.47162814  0.43638158  0.3702924   0.35163735]
19929182,0.12318529,0.1635288,0.09880846,0.2431715,0.14054421,2.22044604925e-16,141,[ 0.50866496  0.45988945  0.43333945  0.36225223  0.32927586]
19929208,0.1231854,0.16352911,0.09880844,0.24316861,0.10428878,0.0,133,[ 0.55793296  0.49554204  0.4725991   0.34906088  0.33312179]
19929383,0.12318535,0.16352886,0.0988085,0.24317106,0.14054446,2.10942374679e-15,139,[ 0.49824848  0.45546047  0.41750351  0.35285337  0.31756661]
19929425,0.1231853,0.16352886,0.09880849,0.1405441,0.19559901,1.57651669497e-14,133,[ 0.49803717  0.43889694  0.4121104   0.35318473  0.34121121]
19929460,0.12318522,0.16352815,0.09880844,0.24316358,0.10964192,3.33066907388e-16,141,[ 0.50668253  0.45813196  0.43778888  0.34109525  0.31998259]
19929512,0.12318525,0.16352914,0.09880842,0.24317156,0.1343757,1.25455201783e-14,138,[ 0.48730564  0.43421285  0.41265047  0.32995875  0.28632534]
19929520,0.12318581,0.16353003,0.09880875,0.24317166,0.13845692,1.21552101717e-10,122,[ 0.45064873  0.41841384  0.37237697  0.31807961  0.31746759]
19936527,0.13947559,0.10902184,0.12236185,0.16215463,0.19353712,0.0,185,[ 0.74375909  0.60318741  0.57763271  0.57969551  0.55511269]
19951003,0.15380405,0.22227125,0.28601985,0.18185012,0.11758412,0.0,197,[ 0.58485703  0.53560243  0.51661993  0.51271383  0.417747  ]
19959995,0.55994122,0.26394473,4.61076661,0.35860005,0.20870806,0.0,175,[ 0.68866897  0.61626174  0.54232545  0.54057758  0.50907058]
19960463,0.34097991,0.20261567,0.25409943,0.51815303,0.25427885,0.0,165,[ 0.85982584  0.72962967  0.6847251   0.63243646  0.60289995]
19968688,0.99721764,0.49860955,0.24948007,0.33240642,0.19955714,0.0,146,[ 0.84799985  0.8158653   0.68160294  0.65905791  0.61050679]
19970319,0.50132213,0.98934391,1.00810594,0.4973277,0.33361286,0.0,202,[ 0.80495124  0.76455411  0.63538481  0.5913065   0.56875494]
19972061,0.19822145,0.14189234,0.16535453,0.24739635,0.32871742,0.0,206,[ 0.77881827  0.61052429  0.59928985  0.58626007  0.57323854]
19974129,0.13814906,0.1082095,0.12133987,0.16036372,0.12138016,0.0,171,[ 0.73233836  0.63774009  0.59273707  0.55223916  0.52243943]
19976574,0.61880592,0.27633541,2.58552769,0.38185694,0.2163774,0.0,121,[ 0.82903201  0.76498436  0.74367578  0.67029351  0.64965556]
19983335,1.19155688,0.35186694,0.26009583,0.54288879,0.85947284,0.0,196,[ 0.6333649   0.60435568  0.56325601  0.5633233   0.56068531]
19983644,1.10098758,0.34351825,0.52402557,0.52328162,0.25550629,0.0,233,[ 0.63524588  0.60848394  0.50957858  0.45941756  0.43912658]
19984166,0.58058434,0.26844447,1.38954464,0.36732183,3.56711354,0.0,227,[ 0.80037621  0.73939302  0.71775879  0.69942152  0.63844144]
19990261,0.25354346,0.1681563,0.51510711,0.33997929,0.20214847,0.0,221,[ 0.94696107  0.83037245  0.81260664  0.78928429  0.76600042]
19995986,0.13500161,0.18503002,0.22717876,0.41684402,0.11890521,0.0,46,[ 0.90722018  0.88101759  0.85243165  0.78622708  0.76534511]
20011179,0.38298681,1.64391858,0.21674093,0.27671556,2.53538342,0.0,204,[ 0.85122018  0.81554261  0.7888246   0.70497735  0.68518969]
